PKD1,1.803e-22
PKD2,7.269e-13
COL4A5,8.629e-07
COL4A4,2.161e-05
MUC4,0.0005227
FMO4,0.0007309
NUCB2,0.0009317
CETP,0.0011
SCLT1,0.0011
NUPL2,0.0011
KRTAP9-1,0.0013
ZNF793,0.0013
EVC2,0.0021
HPS1,0.0026
ASB14,0.0027
ALDH1L2,0.003
AGTRAP,0.0033
RADIL,0.0033
FMO5,0.0037
GALNT8,0.0037
PANK1,0.0038
HSPA4L,0.0038
TUBA1C,0.0038
NXPE3,0.0038
PAX2,0.0038
FNDC1,0.0038
ABCC1,0.0038
CEP72,0.0039
ACAD11,0.0039
UGT2B4,0.004
ZNF418,0.0043
TM4SF1,0.0044
CMA1,0.0044
SEPT4,0.0044
DUSP13,0.0044
DNAJC10,0.0044
MTFP1,0.0044
PASK,0.0046
PAMR1,0.005
SEL1L2,0.005
ZNF862,0.005
PSG1,0.0057
DZIP1L,0.0057
DCST2,0.0066
CATSPERD,0.0067
OIP5,0.0067
DNAH1,0.0068
SUSD1,0.007
ORC6,0.0071
CTNNAL1,0.0071
HMMR,0.0071
ZNF425,0.0071
ZNF311,0.0071
GPD2,0.0071
TRIM6-TRIM34,0.0095
XRCC1,0.0095
C2orf71,0.0095
TMEM79,0.0097
DEPDC5,0.0105
LMBR1L,0.0111
ATP13A5,0.0122
ALAS1,0.0124
TRIM6,0.0124
PSD2,0.0124
CHRNB1,0.0124
ABTB1,0.0124
TLR3,0.0124
OR5P2,0.0124
TRIM42,0.0127
BFAR,0.0135
SEMG1,0.0135
CCDC86,0.0135
ABCC11,0.014
RABGGTA,0.0151
RRN3,0.0151
VPS51,0.0151
SLC35G2,0.0151
ADAR,0.0151
MBTPS1,0.0151
LYPD6,0.0151
SCGB3A2,0.0151
PILRB,0.0151
NOL12,0.0151
KLHL23,0.0151
ANKRD16,0.0151
CAMK1,0.0151
SMYD2,0.0151
ZNF320,0.0151
DCUN1D2,0.0151
THEM4,0.0151
GPATCH11,0.0151
NFAT5,0.0151
DAPP1,0.0152
EXOC3,0.0152
CD300LG,0.0152
HLA-DOA,0.0152
SWI5,0.0152
RNF25,0.0152
RPUSD4,0.0152
ADPGK,0.0152
WDR65,0.0152
NELFE,0.0152
SLC25A43,0.0152
TAF2,0.0152
SLC31A2,0.0152
TMEM61,0.0152
CLCN6,0.0152
MSMP,0.0152
GPRC5D,0.0152
RCN1,0.0152
RCN2,0.0152
TAGAP,0.0152
GFAP,0.0152
GRXCR1,0.0152
UFSP1,0.0152
SULF1,0.0152
HAUS4,0.0152
BIRC3,0.0152
CAPN12,0.0155
BBS7,0.0175
CCDC39,0.0187
MC4R,0.0188
TM4SF4,0.0188
ANKFN1,0.0188
CDH24,0.0188
TRPM6,0.0188
OLFML2B,0.0188
OBP2B,0.0188
ZNF267,0.0188
ATP13A4,0.0195
LILRB5,0.0195
ZNF626,0.0195
OR2M5,0.0195
CAPN9,0.0196
MS4A2,0.0231
DUSP27,0.0231
ASPH,0.0231
ABHD1,0.026
ELP3,0.0262
MEGF8,0.0262
FAM177B,0.0262
NIM1,0.0262
ADH5,0.0262
SEMA4G,0.0262
GJA10,0.0262
RBM34,0.0262
CCDC70,0.0262
