CACNA1B,0.14170
KEAP1,0.05450
COPB1,0.02000
PHTF1,0.05790
KCNQ2,0.14170
SLC9A2,0.45740
ATP1A3,0.14170
GABRG2,1
ZNF100,0.00430
CUX1,0.02000
SCN1A,1
ARNT2,0.26330
RIOK2,0.09880
MBOAT1,1
HSD17B4,0.14170
COL6A6,0.01070
MCM5,0.14170
EBI3,1
MTMR3,1
OR8K1,1
PDIA3,1
PMPCA,1
GGPS1,0.26330
RTFDC1,0.14170
C19orf40,0.02000
FNDC7,0.60040
GRIA4,1
KDM6B,0.14170
EVPL,0.05450
PIP5K1C,0.09880
ANKMY2,0.14170
ZNF536,1
GIGYF1,1
KCNQ5,0.14170
CSNK1E,0.14170
INTS2,0.05450
ESCO1,0.26330
VWCE,1
PARD3B,0.14170
CEP44,0.05450
KIF18B,0.26330
GLDN,1
ALDH1L1,0.31650
C6,0.06370
EXOC6,0.26330
TBCK,0.02270
MAD1L1,0.20410
WDR83,1
PCDH12,0.45740
BRPF3,1
CDH7,1
MYLK4,1
PRKCG,1
DENND1C,1
DRC1,0.66160
COL19A1,0.31650
SCN1B,1
UNC50,1
SOX13,0.14170
TESK2,0.45740
SRRM1,0.00280
UCP3,0.14170
GMCL1,1
ZNF787,1
ZNF583,1
PNPLA1,0.14170
RTCA,0.26330
SAMD9L,0.20410
PRIM1,1
KIAA1211L,0.14170
KCNA2,1
SNAP47,0.14170
MTNR1B,1
PIGN,0.26330
KIF25,0.14170
MAK16,1
XPO7,1
MYO10,1
TANC2,1
ATP8B1,0.36770
TMEM260,0.36770
CILP,1
OTUD7B,0.26330
CNGA3,0.45740
SOGA1,1
FAT4,0.60040
SLC6A17,1
SLC46A2,0.09880
PMM1,1
IFT81,0.20410
PLCB2,0.26330
PZP,1
FAM81B,1
CSGALNACT1,0.26330
HEXIM2,0.26330
RPS6KC1,0.02270
SPATA13,1
GAK,1
ATXN1,1
TEX14,0.46010
MTOR,1
NFASC,1
COMP,1
F8,0.03940
GALR1,0.14170
NELFB,1
PLEKHB2,0.20410
OR10J1,0.14170
RPL12,0.36770
CNPY2,0.26330
PABPN1,0.14170
HIST1H4G,1
OR13C5,0.26330
SLC6A1,1
LACTB,0.02000
BCL2L2-PABPN1,0.14170
C11orf74,0.14170
CCNG2,0.14170
IFT57,0.26330
CRX,0.14170
TSTD2,0.60040
RPS19BP1,0.14170
DDX59,1
PUSL1,0.60040
OR5M1,1
IFNAR2,0.02000
ESRRG,0.02000
MRPS23,1
APMAP,0.14170
FHIT,0.14170
SLMO1,1
FOXD4L1,1
HLA-DQA2,0.14170
FAM83E,1
FIP1L1,0.14170
PTRF,0.14170
SAMD12,1
OR5B21,1
LYZL4,1
CHCHD6,0.14170
GDAP2,1
TMEM19,1
ALG14,1
ZDHHC22,1
GPKOW,1
FGFRL1,1
EIF2B3,1
BEST1,0.60040
SV2C,0.26330
BRMS1L,0.14170
EEF1A2,1
UTP11L,0.05450
ACSL4,1
KLK7,1
KLK1,1
SAP30L,0.14170
NSMCE2,1
RORB,0.14170
USF1,1
